Reference area,Sex,Occupation,Time,U.S. dollars
Kazakhstan,Female,4. Clerical support workers,2018,356
Kazakhstan,Female,5. Service and sales workers,2018,301
Kazakhstan,Female,"6. Skilled agricultural, forestry and fishery workers",2018,253
Kazakhstan,Female,7. Craft and related trades workers,2018,364
Kazakhstan,Female,"8. Plant and machine operators, and assemblers",2018,405
Kazakhstan,Female,9. Elementary occupations,2018,176
Kazakhstan,Female,X. Not elsewhere classified,2018,228
Kazakhstan,Total,Total,2019,488
Kazakhstan,Total,1. Managers,2019,927
Kazakhstan,Total,2. Professionals,2019,531
Kazakhstan,Total,3. Technicians and associate professionals,2019,408
Kazakhstan,Total,4. Clerical support workers,2019,413
Kazakhstan,Total,5. Service and sales workers,2019,322
Kazakhstan,Total,"6. Skilled agricultural, forestry and fishery workers",2019,298
Kazakhstan,Total,7. Craft and related trades workers,2019,540
Kazakhstan,Total,"8. Plant and machine operators, and assemblers",2019,536
Kazakhstan,Total,9. Elementary occupations,2019,219
Kazakhstan,Total,X. Not elsewhere classified,2019,337
Kazakhstan,Male,Total,2019,581
Kazakhstan,Male,1. Managers,2019,1079
Kazakhstan,Male,2. Professionals,2019,705
Kazakhstan,Male,3. Technicians and associate professionals,2019,515
Kazakhstan,Male,4. Clerical support workers,2019,505
Kazakhstan,Male,5. Service and sales workers,2019,343
Kazakhstan,Male,"6. Skilled agricultural, forestry and fishery workers",2019,308
Kazakhstan,Male,7. Craft and related trades workers,2019,565
Kazakhstan,Male,"8. Plant and machine operators, and assemblers",2019,554
Kazakhstan,Male,9. Elementary occupations,2019,244
Kazakhstan,Male,X. Not elsewhere classified,2019,384
Kazakhstan,Female,Total,2019,394
Kazakhstan,Female,1. Managers,2019,717
Kazakhstan,Female,2. Professionals,2019,445
Kazakhstan,Female,3. Technicians and associate professionals,2019,340
Kazakhstan,Female,4. Clerical support workers,2019,372
Kazakhstan,Female,5. Service and sales workers,2019,302
Kazakhstan,Female,"6. Skilled agricultural, forestry and fishery workers",2019,270
Kazakhstan,Female,7. Craft and related trades workers,2019,365
Kazakhstan,Female,"8. Plant and machine operators, and assemblers",2019,405
Kazakhstan,Female,9. Elementary occupations,2019,200
Kazakhstan,Female,X. Not elsewhere classified,2019,262
Kazakhstan,Total,Total,2020,516
Kazakhstan,Total,1. Managers,2020,950
Kazakhstan,Total,2. Professionals,2020,582
Kazakhstan,Total,3. Technicians and associate professionals,2020,443
Kazakhstan,Total,4. Clerical support workers,2020,415
Kazakhstan,Total,5. Service and sales workers,2020,334
Kazakhstan,Total,"6. Skilled agricultural, forestry and fishery workers",2020,304
Kazakhstan,Total,7. Craft and related trades workers,2020,538
Kazakhstan,Total,"8. Plant and machine operators, and assemblers",2020,556
Kazakhstan,Total,9. Elementary occupations,2020,228
Kazakhstan,Total,X. Not elsewhere classified,2020,338
Kazakhstan,Male,Total,2020,590
Kazakhstan,Male,1. Managers,2020,1089
Kazakhstan,Male,2. Professionals,2020,711
Kazakhstan,Male,3. Technicians and associate professionals,2020,518
Kazakhstan,Male,4. Clerical support workers,2020,503
Kazakhstan,Male,5. Service and sales workers,2020,357
Kazakhstan,Male,"6. Skilled agricultural, forestry and fishery workers",2020,314
Kazakhstan,Male,7. Craft and related trades workers,2020,560
Kazakhstan,Male,"8. Plant and machine operators, and assemblers",2020,574
Kazakhstan,Male,9. Elementary occupations,2020,244
Kazakhstan,Male,X. Not elsewhere classified,2020,363
Kazakhstan,Female,Total,2020,442
Kazakhstan,Female,1. Managers,2020,757
Kazakhstan,Female,2. Professionals,2020,518
Kazakhstan,Female,3. Technicians and associate professionals,2020,395
Kazakhstan,Female,4. Clerical support workers,2020,376
Kazakhstan,Female,5. Service and sales workers,2020,312
Kazakhstan,Female,"6. Skilled agricultural, forestry and fishery workers",2020,273
Kazakhstan,Female,7. Craft and related trades workers,2020,384
Kazakhstan,Female,"8. Plant and machine operators, and assemblers",2020,424
Kazakhstan,Female,9. Elementary occupations,2020,216
Kazakhstan,Female,X. Not elsewhere classified,2020,291
Kenya,Total,Total,2019,137
Kenya,Total,1. Managers,2019,574
Kenya,Total,2. Professionals,2019,308
Kenya,Total,3. Technicians and associate professionals,2019,273
Kenya,Total,4. Clerical support workers,2019,249
Kenya,Total,5. Service and sales workers,2019,121
Kenya,Total,"6. Skilled agricultural, forestry and fishery workers",2019,44
Kenya,Total,7. Craft and related trades workers,2019,83
Kenya,Total,"8. Plant and machine operators, and assemblers",2019,131
Kenya,Total,9. Elementary occupations,2019,47
Kenya,Total,0. Armed forces occupations,2019,706
Kenya,Male,Total,2019,144
Kenya,Male,1. Managers,2019,614
Kenya,Male,2. Professionals,2019,354
Kenya,Male,3. Technicians and associate professionals,2019,268
Kenya,Male,4. Clerical support workers,2019,264
Kenya,Male,5. Service and sales workers,2019,137
Kenya,Male,"6. Skilled agricultural, forestry and fishery workers",2019,58
Kenya,Male,7. Craft and related trades workers,2019,77
Kenya,Male,"8. Plant and machine operators, and assemblers",2019,135
Kenya,Male,9. Elementary occupations,2019,53
Kenya,Male,0. Armed forces occupations,2019,554
Kenya,Female,Total,2019,124
Kenya,Female,1. Managers,2019,487
Kenya,Female,2. Professionals,2019,265
Kenya,Female,3. Technicians and associate professionals,2019,292
Kenya,Female,4. Clerical support workers,2019,233
Kenya,Female,5. Service and sales workers,2019,104
Kenya,Female,"6. Skilled agricultural, forestry and fishery workers",2019,26
Kenya,Female,7. Craft and related trades workers,2019,145
Kenya,Female,"8. Plant and machine operators, and assemblers",2019,66
Kenya,Female,9. Elementary occupations,2019,38
Kenya,Female,0. Armed forces occupations,2019,1304
Kiribati,Total,Total,2019,347
Kiribati,Total,1. Managers,2019,446
Kiribati,Total,2. Professionals,2019,331
Kiribati,Total,3. Technicians and associate professionals,2019,398
Kiribati,Total,4. Clerical support workers,2019,296
Kiribati,Total,5. Service and sales workers,2019,220
Kiribati,Total,"6. Skilled agricultural, forestry and fishery workers",2019,783
Kiribati,Total,7. Craft and related trades workers,2019,273
Kiribati,Total,"8. Plant and machine operators, and assemblers",2019,380
Kiribati,Total,9. Elementary occupations,2019,317
Kiribati,Male,Total,2019,381
Kiribati,Male,1. Managers,2019,453
Kiribati,Male,2. Professionals,2019,389
Kiribati,Male,3. Technicians and associate professionals,2019,382
Kiribati,Male,4. Clerical support workers,2019,238
Kiribati,Male,5. Service and sales workers,2019,232
Kiribati,Male,"6. Skilled agricultural, forestry and fishery workers",2019,809
Kiribati,Male,7. Craft and related trades workers,2019,302
Kiribati,Male,"8. Plant and machine operators, and assemblers",2019,384
Kiribati,Male,9. Elementary occupations,2019,321
Kiribati,Female,Total,2019,291
Kiribati,Female,1. Managers,2019,432
Kiribati,Female,2. Professionals,2019,304
Kiribati,Female,3. Technicians and associate professionals,2019,427
Kiribati,Female,4. Clerical support workers,2019,309
Kiribati,Female,5. Service and sales workers,2019,208
Kiribati,Female,"6. Skilled agricultural, forestry and fishery workers",2019,467
Kiribati,Female,7. Craft and related trades workers,2019,208
Kiribati,Female,9. Elementary occupations,2019,275
"Korea, Republic of",Total,Total,2010,2409
"Korea, Republic of",Total,1. Managers,2010,4587
"Korea, Republic of",Total,4. Clerical support workers,2010,2536
"Korea, Republic of",Total,5. Service and sales workers,2010,2046
"Korea, Republic of",Total,"6. Skilled agricultural, forestry and fishery workers",2010,1881
"Korea, Republic of",Total,7. Craft and related trades workers,2010,2169
"Korea, Republic of",Total,"8. Plant and machine operators, and assemblers",2010,2091
"Korea, Republic of",Total,9. Elementary occupations,2010,1309
"Korea, Republic of",Total,X. Not elsewhere classified,2010,2838
"Korea, Republic of",Male,Total,2010,2733
"Korea, Republic of",Male,1. Managers,2010,4676
"Korea, Republic of",Male,4. Clerical support workers,2010,3034
"Korea, Republic of",Male,5. Service and sales workers,2010,2537
"Korea, Republic of",Male,"6. Skilled agricultural, forestry and fishery workers",2010,2047
"Korea, Republic of",Male,7. Craft and related trades workers,2010,2310
"Korea, Republic of",Male,"8. Plant and machine operators, and assemblers",2010,2202
"Korea, Republic of",Male,9. Elementary occupations,2010,1469
"Korea, Republic of",Male,X. Not elsewhere classified,2010,3299
"Korea, Republic of",Female,Total,2010,1746
"Korea, Republic of",Female,1. Managers,2010,3597
"Korea, Republic of",Female,4. Clerical support workers,2010,1862
"Korea, Republic of",Female,5. Service and sales workers,2010,1448
"Korea, Republic of",Female,"6. Skilled agricultural, forestry and fishery workers",2010,1150
"Korea, Republic of",Female,7. Craft and related trades workers,2010,1285
"Korea, Republic of",Female,"8. Plant and machine operators, and assemblers",2010,1485
"Korea, Republic of",Female,9. Elementary occupations,2010,1083
"Korea, Republic of",Female,X. Not elsewhere classified,2010,2034
"Korea, Republic of",Total,Total,2011,2631
"Korea, Republic of",Total,1. Managers,2011,5270
"Korea, Republic of",Total,4. Clerical support workers,2011,2858
"Korea, Republic of",Total,5. Service and sales workers,2011,2181
"Korea, Republic of",Total,"6. Skilled agricultural, forestry and fishery workers",2011,2037
"Korea, Republic of",Total,7. Craft and related trades workers,2011,2385
"Korea, Republic of",Total,"8. Plant and machine operators, and assemblers",2011,2394
"Korea, Republic of",Total,9. Elementary occupations,2011,1460
"Korea, Republic of",Total,X. Not elsewhere classified,2011,3069
"Korea, Republic of",Male,Total,2011,2988
"Korea, Republic of",Male,1. Managers,2011,5384
"Korea, Republic of",Male,4. Clerical support workers,2011,3362
"Korea, Republic of",Male,5. Service and sales workers,2011,2718
"Korea, Republic of",Male,"6. Skilled agricultural, forestry and fishery workers",2011,2283
"Korea, Republic of",Male,7. Craft and related trades workers,2011,2519
"Korea, Republic of",Male,"8. Plant and machine operators, and assemblers",2011,2528
"Korea, Republic of",Male,9. Elementary occupations,2011,1647
"Korea, Republic of",Male,X. Not elsewhere classified,2011,3588
"Korea, Republic of",Female,Total,2011,1914
"Korea, Republic of",Female,1. Managers,2011,4019
"Korea, Republic of",Female,4. Clerical support workers,2011,2112
"Korea, Republic of",Female,5. Service and sales workers,2011,1575
"Korea, Republic of",Female,"6. Skilled agricultural, forestry and fishery workers",2011,1520
"Korea, Republic of",Female,7. Craft and related trades workers,2011,1393
"Korea, Republic of",Female,"8. Plant and machine operators, and assemblers",2011,1751
"Korea, Republic of",Female,9. Elementary occupations,2011,1211
"Korea, Republic of",Female,X. Not elsewhere classified,2011,2221
"Korea, Republic of",Total,Total,2012,2661
"Korea, Republic of",Total,1. Managers,2012,5304
"Korea, Republic of",Total,4. Clerical support workers,2012,2943
"Korea, Republic of",Total,5. Service and sales workers,2012,2108
"Korea, Republic of",Total,"6. Skilled agricultural, forestry and fishery workers",2012,2039
"Korea, Republic of",Total,7. Craft and related trades workers,2012,2403
"Korea, Republic of",Total,"8. Plant and machine operators, and assemblers",2012,2405
"Korea, Republic of",Total,9. Elementary occupations,2012,1442
"Korea, Republic of",Total,X. Not elsewhere classified,2012,3100
"Korea, Republic of",Male,Total,2012,3022
"Korea, Republic of",Male,1. Managers,2012,5428
"Korea, Republic of",Male,4. Clerical support workers,2012,3446
"Korea, Republic of",Male,5. Service and sales workers,2012,2632
"Korea, Republic of",Male,"6. Skilled agricultural, forestry and fishery workers",2012,2104
"Korea, Republic of",Male,7. Craft and related trades workers,2012,2548
"Korea, Republic of",Male,"8. Plant and machine operators, and assemblers",2012,2552
"Korea, Republic of",Male,9. Elementary occupations,2012,1616
"Korea, Republic of",Male,X. Not elsewhere classified,2012,3594
"Korea, Republic of",Female,Total,2012,1957
"Korea, Republic of",Female,1. Managers,2012,3950
"Korea, Republic of",Female,4. Clerical support workers,2012,2185
"Korea, Republic of",Female,5. Service and sales workers,2012,1599
"Korea, Republic of",Female,"6. Skilled agricultural, forestry and fishery workers",2012,1617
"Korea, Republic of",Female,7. Craft and related trades workers,2012,1422
"Korea, Republic of",Female,"8. Plant and machine operators, and assemblers",2012,1744
"Korea, Republic of",Female,9. Elementary occupations,2012,1219
"Korea, Republic of",Female,X. Not elsewhere classified,2012,2280
"Korea, Republic of",Total,Total,2013,2846
"Korea, Republic of",Total,1. Managers,2013,5807
"Korea, Republic of",Total,4. Clerical support workers,2013,3096
"Korea, Republic of",Total,5. Service and sales workers,2013,2259
"Korea, Republic of",Total,"6. Skilled agricultural, forestry and fishery workers",2013,2032
"Korea, Republic of",Total,7. Craft and related trades workers,2013,2630
"Korea, Republic of",Total,"8. Plant and machine operators, and assemblers",2013,2557
"Korea, Republic of",Total,9. Elementary occupations,2013,1574
"Korea, Republic of",Total,X. Not elsewhere classified,2013,3265
"Korea, Republic of",Male,Total,2013,3240
"Korea, Republic of",Male,1. Managers,2013,6003
"Korea, Republic of",Male,4. Clerical support workers,2013,3662
"Korea, Republic of",Male,5. Service and sales workers,2013,2809
"Korea, Republic of",Male,"6. Skilled agricultural, forestry and fishery workers",2013,2099
"Korea, Republic of",Male,7. Craft and related trades workers,2013,2788
"Korea, Republic of",Male,"8. Plant and machine operators, and assemblers",2013,2702
"Korea, Republic of",Male,9. Elementary occupations,2013,1777
"Korea, Republic of",Male,X. Not elsewhere classified,2013,3819
"Korea, Republic of",Female,Total,2013,2093
"Korea, Republic of",Female,1. Managers,2013,4191
"Korea, Republic of",Female,4. Clerical support workers,2013,2305
"Korea, Republic of",Female,5. Service and sales workers,2013,1671
"Korea, Republic of",Female,"6. Skilled agricultural, forestry and fishery workers",2013,1509
"Korea, Republic of",Female,7. Craft and related trades workers,2013,1566
"Korea, Republic of",Female,"8. Plant and machine operators, and assemblers",2013,1871
"Korea, Republic of",Female,9. Elementary occupations,2013,1324
"Korea, Republic of",Female,X. Not elsewhere classified,2013,2410
"Korea, Republic of",Total,Total,2014,3072
"Korea, Republic of",Total,1. Managers,2014,6875
"Korea, Republic of",Total,2. Professionals,2014,3475
"Korea, Republic of",Total,4. Clerical support workers,2014,3395
"Korea, Republic of",Total,5. Service and sales workers,2014,2298
"Korea, Republic of",Total,"6. Skilled agricultural, forestry and fishery workers",2014,2215
"Korea, Republic of",Total,7. Craft and related trades workers,2014,2993
"Korea, Republic of",Total,"8. Plant and machine operators, and assemblers",2014,2729
"Korea, Republic of",Total,9. Elementary occupations,2014,1672
"Korea, Republic of",Male,Total,2014,3531
"Korea, Republic of",Male,1. Managers,2014,7069
"Korea, Republic of",Male,2. Professionals,2014,4139
"Korea, Republic of",Male,4. Clerical support workers,2014,4015
"Korea, Republic of",Male,5. Service and sales workers,2014,2990
"Korea, Republic of",Male,"6. Skilled agricultural, forestry and fishery workers",2014,2303
"Korea, Republic of",Male,7. Craft and related trades workers,2014,3146
"Korea, Republic of",Male,"8. Plant and machine operators, and assemblers",2014,2801
"Korea, Republic of",Male,9. Elementary occupations,2014,1898
"Korea, Republic of",Female,Total,2014,2249
"Korea, Republic of",Female,1. Managers,2014,5288
"Korea, Republic of",Female,2. Professionals,2014,2458
"Korea, Republic of",Female,4. Clerical support workers,2014,2538
"Korea, Republic of",Female,5. Service and sales workers,2014,1661
"Korea, Republic of",Female,"6. Skilled agricultural, forestry and fishery workers",2014,1859
"Korea, Republic of",Female,7. Craft and related trades workers,2014,1978
"Korea, Republic of",Female,"8. Plant and machine operators, and assemblers",2014,2429
"Korea, Republic of",Female,9. Elementary occupations,2014,1406
"Korea, Republic of",Total,Total,2015,2890
"Korea, Republic of",Total,1. Managers,2015,7016
"Korea, Republic of",Total,2. Professionals,2015,3341
"Korea, Republic of",Total,4. Clerical support workers,2015,3213
"Korea, Republic of",Total,5. Service and sales workers,2015,2107
"Korea, Republic of",Total,"6. Skilled agricultural, forestry and fishery workers",2015,1948
"Korea, Republic of",Total,7. Craft and related trades workers,2015,2638
"Korea, Republic of",Total,"8. Plant and machine operators, and assemblers",2015,2569
"Korea, Republic of",Total,9. Elementary occupations,2015,1538
"Korea, Republic of",Male,Total,2015,3342
"Korea, Republic of",Male,1. Managers,2015,7224
"Korea, Republic of",Male,2. Professionals,2015,4013
"Korea, Republic of",Male,4. Clerical support workers,2015,3799
"Korea, Republic of",Male,5. Service and sales workers,2015,2749
"Korea, Republic of",Male,"6. Skilled agricultural, forestry and fishery workers",2015,2089
"Korea, Republic of",Male,7. Craft and related trades workers,2015,2794
"Korea, Republic of",Male,"8. Plant and machine operators, and assemblers",2015,2673
"Korea, Republic of",Male,9. Elementary occupations,2015,1745
"Korea, Republic of",Female,Total,2015,2088
"Korea, Republic of",Female,1. Managers,2015,5270
"Korea, Republic of",Female,2. Professionals,2015,2344
"Korea, Republic of",Female,4. Clerical support workers,2015,2407
"Korea, Republic of",Female,5. Service and sales workers,2015,1502
"Korea, Republic of",Female,"6. Skilled agricultural, forestry and fishery workers",2015,1435
"Korea, Republic of",Female,7. Craft and related trades workers,2015,1640
"Korea, Republic of",Female,"8. Plant and machine operators, and assemblers",2015,2082
"Korea, Republic of",Female,9. Elementary occupations,2015,1313
"Korea, Republic of",Total,Total,2016,2888
"Korea, Republic of",Total,1. Managers,2016,7221
"Korea, Republic of",Total,2. Professionals,2016,3342
"Korea, Republic of",Total,4. Clerical support workers,2016,3186
"Korea, Republic of",Total,5. Service and sales workers,2016,2100
"Korea, Republic of",Total,"6. Skilled agricultural, forestry and fishery workers",2016,2145
"Korea, Republic of",Total,7. Craft and related trades workers,2016,2648
"Korea, Republic of",Total,"8. Plant and machine operators, and assemblers",2016,2591
"Korea, Republic of",Total,9. Elementary occupations,2016,1608
"Korea, Republic of",Male,Total,2016,3333
"Korea, Republic of",Male,1. Managers,2016,7389
"Korea, Republic of",Male,2. Professionals,2016,4006
"Korea, Republic of",Male,4. Clerical support workers,2016,3767
"Korea, Republic of",Male,5. Service and sales workers,2016,2761
"Korea, Republic of",Male,"6. Skilled agricultural, forestry and fishery workers",2016,2197
"Korea, Republic of",Male,7. Craft and related trades workers,2016,2798
"Korea, Republic of",Male,"8. Plant and machine operators, and assemblers",2016,2683
"Korea, Republic of",Male,9. Elementary occupations,2016,1806
"Korea, Republic of",Female,Total,2016,2115
"Korea, Republic of",Female,1. Managers,2016,5885
"Korea, Republic of",Female,2. Professionals,2016,2371
"Korea, Republic of",Female,4. Clerical support workers,2016,2413
"Korea, Republic of",Female,5. Service and sales workers,2016,1511
"Korea, Republic of",Female,"6. Skilled agricultural, forestry and fishery workers",2016,1751
"Korea, Republic of",Female,7. Craft and related trades workers,2016,1696
"Korea, Republic of",Female,"8. Plant and machine operators, and assemblers",2016,2115
"Korea, Republic of",Female,9. Elementary occupations,2016,1387
"Korea, Republic of",Total,Total,2017,3048
"Korea, Republic of",Total,1. Managers,2017,7334
"Korea, Republic of",Total,2. Professionals,2017,3506
"Korea, Republic of",Total,4. Clerical support workers,2017,3313
"Korea, Republic of",Total,5. Service and sales workers,2017,2214
"Korea, Republic of",Total,"6. Skilled agricultural, forestry and fishery workers",2017,2239
"Korea, Republic of",Total,7. Craft and related trades workers,2017,2823
"Korea, Republic of",Total,"8. Plant and machine operators, and assemblers",2017,2848
"Korea, Republic of",Total,9. Elementary occupations,2017,1772
"Korea, Republic of",Male,Total,2017,3522
"Korea, Republic of",Male,1. Managers,2017,7596
"Korea, Republic of",Male,2. Professionals,2017,4187
"Korea, Republic of",Male,4. Clerical support workers,2017,3907
"Korea, Republic of",Male,5. Service and sales workers,2017,2934
"Korea, Republic of",Male,"6. Skilled agricultural, forestry and fishery workers",2017,2342
"Korea, Republic of",Male,7. Craft and related trades workers,2017,2963
"Korea, Republic of",Male,"8. Plant and machine operators, and assemblers",2017,2965
"Korea, Republic of",Male,9. Elementary occupations,2017,2020
"Korea, Republic of",Female,Total,2017,2250
"Korea, Republic of",Female,1. Managers,2017,5555
"Korea, Republic of",Female,2. Professionals,2017,2542
"Korea, Republic of",Female,4. Clerical support workers,2017,2546
"Korea, Republic of",Female,5. Service and sales workers,2017,1633
"Korea, Republic of",Female,"6. Skilled agricultural, forestry and fishery workers",2017,1681
"Korea, Republic of",Female,7. Craft and related trades workers,2017,1767
"Korea, Republic of",Female,"8. Plant and machine operators, and assemblers",2017,2243
"Korea, Republic of",Female,9. Elementary occupations,2017,1496
"Korea, Republic of",Total,Total,2018,3265
"Korea, Republic of",Total,1. Managers,2018,8049
"Korea, Republic of",Total,2. Professionals,2018,3716
"Korea, Republic of",Total,4. Clerical support workers,2018,3600
"Korea, Republic of",Total,5. Service and sales workers,2018,2367
"Korea, Republic of",Total,"6. Skilled agricultural, forestry and fishery workers",2018,2236
"Korea, Republic of",Total,7. Craft and related trades workers,2018,2993
"Korea, Republic of",Total,"8. Plant and machine operators, and assemblers",2018,3020
"Korea, Republic of",Total,9. Elementary occupations,2018,1944
"Korea, Republic of",Male,Total,2018,3766
"Korea, Republic of",Male,1. Managers,2018,8240
"Korea, Republic of",Male,2. Professionals,2018,4431
"Korea, Republic of",Male,4. Clerical support workers,2018,4214
"Korea, Republic of",Male,5. Service and sales workers,2018,3181
"Korea, Republic of",Male,"6. Skilled agricultural, forestry and fishery workers",2018,2353
"Korea, Republic of",Male,7. Craft and related trades workers,2018,3144
"Korea, Republic of",Male,"8. Plant and machine operators, and assemblers",2018,3138
"Korea, Republic of",Male,9. Elementary occupations,2018,2202
"Korea, Republic of",Female,Total,2018,2456
"Korea, Republic of",Female,1. Managers,2018,6575
"Korea, Republic of",Female,2. Professionals,2018,2749
"Korea, Republic of",Female,4. Clerical support workers,2018,2810
"Korea, Republic of",Female,5. Service and sales workers,2018,1767
"Korea, Republic of",Female,"6. Skilled agricultural, forestry and fishery workers",2018,1737
"Korea, Republic of",Female,7. Craft and related trades workers,2018,1943
"Korea, Republic of",Female,"8. Plant and machine operators, and assemblers",2018,2420
"Korea, Republic of",Female,9. Elementary occupations,2018,1666
"Korea, Republic of",Total,Total,2019,3192
"Korea, Republic of",Total,1. Managers,2019,8434
"Korea, Republic of",Total,2. Professionals,2019,3622
"Korea, Republic of",Total,4. Clerical support workers,2019,3545
"Korea, Republic of",Total,5. Service and sales workers,2019,2322
"Korea, Republic of",Total,"6. Skilled agricultural, forestry and fishery workers",2019,2150
"Korea, Republic of",Total,7. Craft and related trades workers,2019,2883
"Korea, Republic of",Total,"8. Plant and machine operators, and assemblers",2019,2936
"Korea, Republic of",Total,9. Elementary occupations,2019,1885
"Korea, Republic of",Male,Total,2019,3670
"Korea, Republic of",Male,1. Managers,2019,8594
"Korea, Republic of",Male,2. Professionals,2019,4300
"Korea, Republic of",Male,4. Clerical support workers,2019,4147
"Korea, Republic of",Male,5. Service and sales workers,2019,3045
"Korea, Republic of",Male,"6. Skilled agricultural, forestry and fishery workers",2019,2216
"Korea, Republic of",Male,7. Craft and related trades workers,2019,3012
"Korea, Republic of",Male,"8. Plant and machine operators, and assemblers",2019,3037
"Korea, Republic of",Male,9. Elementary occupations,2019,2140
"Korea, Republic of",Female,Total,2019,2426
"Korea, Republic of",Female,1. Managers,2019,6885
"Korea, Republic of",Female,2. Professionals,2019,2691
"Korea, Republic of",Female,4. Clerical support workers,2019,2794
"Korea, Republic of",Female,5. Service and sales workers,2019,1776
"Korea, Republic of",Female,"6. Skilled agricultural, forestry and fishery workers",2019,1768
"Korea, Republic of",Female,7. Craft and related trades workers,2019,1850
"Korea, Republic of",Female,"8. Plant and machine operators, and assemblers",2019,2398
"Korea, Republic of",Female,9. Elementary occupations,2019,1628
"Korea, Republic of",Total,Total,2020,3183
"Korea, Republic of",Total,1. Managers,2020,8799
"Korea, Republic of",Total,2. Professionals,2020,3683
"Korea, Republic of",Total,4. Clerical support workers,2020,3546
"Korea, Republic of",Total,5. Service and sales workers,2020,2259
"Korea, Republic of",Total,"6. Skilled agricultural, forestry and fishery workers",2020,2306
"Korea, Republic of",Total,7. Craft and related trades workers,2020,2948
"Korea, Republic of",Total,"8. Plant and machine operators, and assemblers",2020,2885
"Korea, Republic of",Total,9. Elementary occupations,2020,1863
"Korea, Republic of",Male,Total,2020,3657
"Korea, Republic of",Male,1. Managers,2020,8995
"Korea, Republic of",Male,2. Professionals,2020,4386
"Korea, Republic of",Male,4. Clerical support workers,2020,4119
"Korea, Republic of",Male,5. Service and sales workers,2020,3092
"Korea, Republic of",Male,"6. Skilled agricultural, forestry and fishery workers",2020,2375
"Korea, Republic of",Male,7. Craft and related trades workers,2020,3066
"Korea, Republic of",Male,"8. Plant and machine operators, and assemblers",2020,2980
"Korea, Republic of",Male,9. Elementary occupations,2020,2089
"Korea, Republic of",Female,Total,2020,2426
"Korea, Republic of",Female,1. Managers,2020,7114
"Korea, Republic of",Female,2. Professionals,2020,2745
"Korea, Republic of",Female,4. Clerical support workers,2020,2831
"Korea, Republic of",Female,5. Service and sales workers,2020,1666
"Korea, Republic of",Female,"6. Skilled agricultural, forestry and fishery workers",2020,1861
"Korea, Republic of",Female,7. Craft and related trades workers,2020,1933
"Korea, Republic of",Female,"8. Plant and machine operators, and assemblers",2020,2279
"Korea, Republic of",Female,9. Elementary occupations,2020,1606
Lao People's Democratic Republic,Total,Total,2010,193
Lao People's Democratic Republic,Total,1. Managers,2010,123
Lao People's Democratic Republic,Total,2. Professionals,2010,149
Lao People's Democratic Republic,Total,3. Technicians and associate professionals,2010,211
Lao People's Democratic Republic,Total,4. Clerical support workers,2010,161
Lao People's Democratic Republic,Total,5. Service and sales workers,2010,154
Lao People's Democratic Republic,Total,"6. Skilled agricultural, forestry and fishery workers",2010,229
Lao People's Democratic Republic,Total,7. Craft and related trades workers,2010,438
Lao People's Democratic Republic,Total,"8. Plant and machine operators, and assemblers",2010,181
Lao People's Democratic Republic,Total,9. Elementary occupations,2010,223
Lao People's Democratic Republic,Total,X. Not elsewhere classified,2010,116
Lao People's Democratic Republic,Male,Total,2010,219
Lao People's Democratic Republic,Male,1. Managers,2010,129
Lao People's Democratic Republic,Male,2. Professionals,2010,148
Lao People's Democratic Republic,Male,3. Technicians and associate professionals,2010,263
Lao People's Democratic Republic,Male,4. Clerical support workers,2010,181
Lao People's Democratic Republic,Male,5. Service and sales workers,2010,157
Lao People's Democratic Republic,Male,"6. Skilled agricultural, forestry and fishery workers",2010,254
Lao People's Democratic Republic,Male,7. Craft and related trades workers,2010,445
Lao People's Democratic Republic,Male,"8. Plant and machine operators, and assemblers",2010,217
Lao People's Democratic Republic,Male,9. Elementary occupations,2010,285
Lao People's Democratic Republic,Male,X. Not elsewhere classified,2010,121
Lao People's Democratic Republic,Female,Total,2010,146
Lao People's Democratic Republic,Female,1. Managers,2010,102
Lao People's Democratic Republic,Female,2. Professionals,2010,149
Lao People's Democratic Republic,Female,3. Technicians and associate professionals,2010,120
Lao People's Democratic Republic,Female,4. Clerical support workers,2010,140
Lao People's Democratic Republic,Female,5. Service and sales workers,2010,149
Lao People's Democratic Republic,Female,"6. Skilled agricultural, forestry and fishery workers",2010,186
Lao People's Democratic Republic,Female,7. Craft and related trades workers,2010,365
Lao People's Democratic Republic,Female,"8. Plant and machine operators, and assemblers",2010,99
Lao People's Democratic Republic,Female,9. Elementary occupations,2010,146
Lao People's Democratic Republic,Female,X. Not elsewhere classified,2010,78
Lao People's Democratic Republic,Total,Total,2017,286
Lao People's Democratic Republic,Total,1. Managers,2017,343
Lao People's Democratic Republic,Total,2. Professionals,2017,283
Lao People's Democratic Republic,Total,3. Technicians and associate professionals,2017,290
Lao People's Democratic Republic,Total,4. Clerical support workers,2017,277
Lao People's Democratic Republic,Total,5. Service and sales workers,2017,328
Lao People's Democratic Republic,Total,"6. Skilled agricultural, forestry and fishery workers",2017,288
Lao People's Democratic Republic,Total,7. Craft and related trades workers,2017,274
Lao People's Democratic Republic,Total,"8. Plant and machine operators, and assemblers",2017,262
Lao People's Democratic Republic,Total,9. Elementary occupations,2017,272
Lao People's Democratic Republic,Total,0. Armed forces occupations,2017,232
Lao People's Democratic Republic,Total,X. Not elsewhere classified,2017,273
Lao People's Democratic Republic,Male,Total,2017,285
Lao People's Democratic Republic,Male,1. Managers,2017,330
