sectorID	countryCode	year	sex	monthlyEarnings
1. Managers	MUS	2018	Male	2296
2. Professionals	MUS	2018	Male	1206
3. Technicians and associate professionals	MUS	2018	Male	1002
4. Clerical support workers	MUS	2018	Male	647
5. Service and sales workers	MUS	2018	Male	631
6. Skilled agricultural, forestry and fishery workers	MUS	2018	Male	367
7. Craft and related trades workers	MUS	2018	Male	459
8. Plant and machine operators, and assemblers	MUS	2018	Male	559
9. Elementary occupations	MUS	2018	Male	435
X. Not elsewhere classified	MUS	2018	Male	323
Total	MUS	2018	Female	548
1. Managers	MUS	2018	Female	1639
2. Professionals	MUS	2018	Female	913
3. Technicians and associate professionals	MUS	2018	Female	818
4. Clerical support workers	MUS	2018	Female	585
5. Service and sales workers	MUS	2018	Female	374
6. Skilled agricultural, forestry and fishery workers	MUS	2014	Female	183
7. Craft and related trades workers	MUS	2014	Female	266
8. Plant and machine operators, and assemblers	MUS	2014	Female	231
9. Elementary occupations	MUS	2014	Female	189
X. Not elsewhere classified	MUS	2014	Female	336
Total	MUS	2019	Male	639
1. Managers	MUS	2019	Male	1634
2. Professionals	MUS	2019	Male	1126
3. Technicians and associate professionals	MUS	2019	Male	883
4. Clerical support workers	MUS	2019	Male	581
5. Service and sales workers	MUS	2019	Male	565
6. Skilled agricultural, forestry and fishery workers	MUS	2019	Male	351
7. Craft and related trades workers	MUS	2019	Male	431
8. Plant and machine operators, and assemblers	MUS	2019	Male	521
9. Elementary occupations	MUS	2019	Male	399
Total	MUS	2019	Female	494
1. Managers	MUS	2019	Female	1449
2. Professionals	MUS	2019	Female	823
3. Technicians and associate professionals	MUS	2019	Female	732
4. Clerical support workers	MUS	2019	Female	507
5. Service and sales workers	MUS	2019	Female	346
6. Skilled agricultural, forestry and fishery workers	MUS	2019	Female	205
7. Craft and related trades workers	MUS	2019	Female	331
8. Plant and machine operators, and assemblers	MUS	2019	Female	300
9. Elementary occupations	MUS	2019	Female	231
Total	MUS	2014	Female	511
1. Managers	MUS	2014	Female	1816
2. Professionals	MUS	2014	Female	983
3. Technicians and associate professionals	MUS	2014	Female	731
4. Clerical support workers	MUS	2014	Female	544
5. Service and sales workers	MUS	2014	Female	309
Total	MUS	2015	Male	644
1. Managers	MUS	2015	Male	1969
2. Professionals	MUS	2015	Male	1178
3. Technicians and associate professionals	MUS	2015	Male	912
4. Clerical support workers	MUS	2015	Male	615
Total	MUS	2014	Male	688
3. Technicians and associate professionals	MUS	2014	Male	959
4. Clerical support workers	MUS	2014	Male	635
5. Service and sales workers	MUS	2014	Male	573
6. Skilled agricultural, forestry and fishery workers	MUS	2014	Male	297
7. Craft and related trades workers	MUS	2014	Male	421
8. Plant and machine operators, and assemblers	MUS	2014	Male	537
9. Elementary occupations	MUS	2014	Male	428
X. Not elsewhere classified	MUS	2014	Male	1851
7. Craft and related trades workers	MUS	2015	Female	255
5. Service and sales workers	MUS	2015	Male	540
6. Skilled agricultural, forestry and fishery workers	MUS	2015	Male	308
1. Managers	MUS	2014	Male	2025
2. Professionals	MUS	2014	Male	1357
9. Elementary occupations	MUS	2015	Male	403
Total	MUS	2015	Female	472
1. Managers	MUS	2015	Female	1438
2. Professionals	MUS	2015	Female	848
3. Technicians and associate professionals	MUS	2015	Female	710
4. Clerical support workers	MUS	2015	Female	499
5. Service and sales workers	MUS	2015	Female	303
6. Skilled agricultural, forestry and fishery workers	MUS	2015	Female	291
8. Plant and machine operators, and assemblers	MUS	2015	Male	503
7. Craft and related trades workers	MUS	2015	Male	376
2. Professionals	MEX	2014	Female	649
3. Technicians and associate professionals	MEX	2014	Female	509
1. Managers	MEX	2014	Female	913
4. Clerical support workers	MEX	2014	Male	461
5. Service and sales workers	MEX	2014	Male	377
6. Skilled agricultural, forestry and fishery workers	MEX	2014	Male	270
7. Craft and related trades workers	MEX	2014	Male	441
8. Plant and machine operators, and assemblers	MEX	2014	Male	416
9. Elementary occupations	MEX	2014	Male	273
X. Not elsewhere classified	MEX	2014	Male	529
Total	MEX	2014	Female	365
1. Managers	MEX	2016	Female	693
2. Professionals	MEX	2016	Female	498
3. Technicians and associate professionals	MEX	2016	Female	390
4. Clerical support workers	MEX	2016	Female	326
5. Service and sales workers	MEX	2016	Female	214
6. Skilled agricultural, forestry and fishery workers	MEX	2016	Female	192
7. Craft and related trades workers	MEX	2016	Female	187
8. Plant and machine operators, and assemblers	MEX	2016	Female	238
9. Elementary occupations	MEX	2016	Female	174
X. Not elsewhere classified	MEX	2016	Female	327
Total	MEX	2017	Male	336
1. Managers	MEX	2017	Male	824
2. Professionals	MEX	2017	Male	612
3. Technicians and associate professionals	MEX	2017	Male	483
4. Clerical support workers	MEX	2017	Male	365
5. Service and sales workers	MEX	2017	Male	298
8. Plant and machine operators, and assemblers	MEX	2017	Female	252
9. Elementary occupations	MEX	2017	Female	183
X. Not elsewhere classified	MEX	2017	Female	392
Total	MEX	2018	Male	349
1. Managers	MEX	2018	Male	827
2. Professionals	MEX	2018	Male	621
3. Technicians and associate professionals	MEX	2018	Male	494
4. Clerical support workers	MEX	2014	Female	428
5. Service and sales workers	MEX	2014	Female	276
6. Skilled agricultural, forestry and fishery workers	MEX	2014	Female	228
7. Craft and related trades workers	MEX	2014	Female	247
8. Plant and machine operators, and assemblers	MEX	2014	Female	297
9. Elementary occupations	MEX	2014	Female	224
X. Not elsewhere classified	MEX	2014	Female	432
6. Skilled agricultural, forestry and fishery workers	MEX	2017	Male	233
7. Craft and related trades workers	MEX	2017	Male	356
8. Plant and machine operators, and assemblers	MEX	2017	Male	337
9. Elementary occupations	MEX	2017	Male	219
X. Not elsewhere classified	MEX	2017	Male	420
Total	MEX	2017	Female	286
1. Managers	MEX	2017	Female	704
2. Professionals	MEX	2017	Female	501
3. Technicians and associate professionals	MEX	2017	Female	395
4. Clerical support workers	MEX	2017	Female	337
5. Service and sales workers	MEX	2017	Female	221
6. Skilled agricultural, forestry and fishery workers	MEX	2017	Female	213
7. Craft and related trades workers	MEX	2017	Female	195
Total	MEX	2016	Female	280
Total	MEX	2013	Male	444
1. Managers	MEX	2013	Male	1070
2. Professionals	MEX	2013	Male	815
3. Technicians and associate professionals	MEX	2013	Male	658
4. Clerical support workers	MEX	2013	Male	479
5. Service and sales workers	MEX	2013	Male	391
6. Skilled agricultural, forestry and fishery workers	MEX	2013	Male	274
7. Craft and related trades workers	MEX	2013	Male	460
8. Plant and machine operators, and assemblers	MEX	2013	Male	430
9. Elementary occupations	MEX	2013	Male	278
X. Not elsewhere classified	MEX	2013	Male	586
Total	MEX	2013	Female	381
1. Managers	MEX	2013	Female	941
2. Professionals	MEX	2013	Female	697
3. Technicians and associate professionals	MEX	2013	Female	511
4. Clerical support workers	MEX	2013	Female	439
5. Service and sales workers	MEX	2013	Female	284
6. Skilled agricultural, forestry and fishery workers	MEX	2013	Female	211
7. Craft and related trades workers	MEX	2013	Female	251
8. Plant and machine operators, and assemblers	MEX	2013	Female	301
9. Elementary occupations	MEX	2013	Female	227
X. Not elsewhere classified	MEX	2013	Female	410
Total	MEX	2014	Male	425
1. Managers	MEX	2014	Male	1030
2. Professionals	MEX	2014	Male	805
3. Technicians and associate professionals	MEX	2014	Male	624
3. Technicians and associate professionals	MEX	2021	Female	NA
4. Clerical support workers	MEX	2021	Female	NA
5. Service and sales workers	MEX	2021	Female	NA
6. Skilled agricultural, forestry and fishery workers	MEX	2021	Female	NA
7. Craft and related trades workers	MEX	2021	Female	NA
8. Plant and machine operators, and assemblers	MEX	2021	Female	NA
9. Elementary occupations	MEX	2021	Female	NA
X. Not elsewhere classified	MEX	2021	Female	NA
9. Elementary occupations	MEX	2015	Female	195
X. Not elsewhere classified	MEX	2015	Female	380
4. Clerical support workers	MEX	2018	Male	378
5. Service and sales workers	MEX	2018	Male	309
6. Skilled agricultural, forestry and fishery workers	MEX	2018	Male	239
7. Craft and related trades workers	MEX	2018	Male	372
8. Plant and machine operators, and assemblers	MEX	2018	Male	355
9. Elementary occupations	MEX	2018	Male	229
X. Not elsewhere classified	MEX	2018	Male	429
Total	MEX	2018	Female	296
Total	MEX	2015	Male	370
1. Managers	MEX	2015	Male	918
2. Professionals	MEX	2015	Male	703
3. Technicians and associate professionals	MEX	2015	Male	548
4. Clerical support workers	MEX	2015	Male	401
5. Service and sales workers	MEX	2015	Male	321
6. Skilled agricultural, forestry and fishery workers	MEX	2015	Male	236
7. Craft and related trades workers	MEX	2015	Male	386
8. Plant and machine operators, and assemblers	MEX	2015	Male	368
9. Elementary occupations	MEX	2015	Male	237
X. Not elsewhere classified	MEX	2015	Male	448
Total	MEX	2015	Female	316
1. Managers	MEX	2015	Female	814
2. Professionals	MEX	2015	Female	572
3. Technicians and associate professionals	MEX	2015	Female	436
4. Clerical support workers	MEX	2015	Female	370
5. Service and sales workers	MEX	2015	Female	237
6. Skilled agricultural, forestry and fishery workers	MEX	2015	Female	209
7. Craft and related trades workers	MEX	2015	Female	213
8. Plant and machine operators, and assemblers	MEX	2015	Female	264
3. Technicians and associate professionals	MEX	2020	Female	400
4. Clerical support workers	MEX	2020	Female	348
5. Service and sales workers	MEX	2020	Female	231
Total	MEX	2016	Male	329
1. Managers	MEX	2016	Male	857
2. Professionals	MEX	2016	Male	612
3. Technicians and associate professionals	MEX	2016	Male	487
4. Clerical support workers	MEX	2016	Male	352
5. Service and sales workers	MEX	2016	Male	289
6. Skilled agricultural, forestry and fishery workers	MEX	2016	Male	213
7. Craft and related trades workers	MEX	2016	Male	345
8. Plant and machine operators, and assemblers	MEX	2016	Male	325
9. Elementary occupations	MEX	2016	Male	213
X. Not elsewhere classified	MEX	2016	Male	398
Total	MEX	2020	Male	344
1. Managers	MEX	2020	Male	794
2. Professionals	MEX	2020	Male	618
3. Technicians and associate professionals	MEX	2020	Male	493
4. Clerical support workers	MEX	2020	Male	363
5. Service and sales workers	MEX	2020	Male	302
6. Skilled agricultural, forestry and fishery workers	MEX	2020	Male	246
7. Craft and related trades workers	MEX	2020	Male	358
8. Plant and machine operators, and assemblers	MEX	2020	Male	335
9. Elementary occupations	MEX	2020	Male	223
X. Not elsewhere classified	MEX	2020	Male	411
Total	MEX	2020	Female	304
1. Managers	MEX	2020	Female	749
2. Professionals	MEX	2020	Female	526
5. Service and sales workers	MEX	2019	Male	320
6. Skilled agricultural, forestry and fishery workers	MEX	2019	Male	257
7. Craft and related trades workers	MEX	2019	Male	393
6. Skilled agricultural, forestry and fishery workers	MEX	2020	Female	216
7. Craft and related trades workers	MEX	2020	Female	195
8. Plant and machine operators, and assemblers	MEX	2020	Female	262
9. Elementary occupations	MEX	2020	Female	181
X. Not elsewhere classified	MEX	2020	Female	372
Total	MEX	2021	Male	NA
1. Managers	MEX	2021	Male	NA
2. Professionals	MEX	2021	Male	NA
3. Technicians and associate professionals	MEX	2021	Male	NA
4. Clerical support workers	MEX	2021	Male	NA
5. Service and sales workers	MEX	2021	Male	NA
6. Skilled agricultural, forestry and fishery workers	MEX	2021	Male	NA
7. Craft and related trades workers	MEX	2021	Male	NA
8. Plant and machine operators, and assemblers	MEX	2021	Male	NA
9. Elementary occupations	MEX	2021	Male	NA
X. Not elsewhere classified	MEX	2021	Male	NA
Total	MEX	2021	Female	NA
1. Managers	MEX	2021	Female	NA
2. Professionals	MEX	2021	Female	NA
Total	MEX	2019	Male	366
1. Managers	MEX	2019	Male	851
2. Professionals	MEX	2019	Male	654
3. Technicians and associate professionals	MEX	2019	Male	507
4. Clerical support workers	MEX	2019	Male	397
7. Craft and related trades workers	MEX	2019	Female	225
1. Managers	MEX	2018	Female	701
2. Professionals	MEX	2018	Female	519
8. Plant and machine operators, and assemblers	MEX	2019	Male	376
9. Elementary occupations	MEX	2019	Male	242
X. Not elsewhere classified	MEX	2019	Male	460
Total	MEX	2019	Female	309
1. Managers	MEX	2019	Female	679
2. Professionals	MEX	2019	Female	532
3. Technicians and associate professionals	MEX	2019	Female	428
4. Clerical support workers	MEX	2019	Female	359
5. Service and sales workers	MEX	2019	Female	241
6. Skilled agricultural, forestry and fishery workers	MEX	2019	Female	231
3. Technicians and associate professionals	MEX	2018	Female	410
4. Clerical support workers	MEX	2018	Female	346
5. Service and sales workers	MEX	2018	Female	228
6. Skilled agricultural, forestry and fishery workers	MEX	2018	Female	211
7. Craft and related trades workers	MEX	2018	Female	204
8. Plant and machine operators, and assemblers	MEX	2018	Female	264
9. Elementary occupations	MEX	2018	Female	189
X. Not elsewhere classified	MEX	2018	Female	371
8. Plant and machine operators, and assemblers	MEX	2019	Female	288
X. Not elsewhere classified	MEX	2019	Female	390
9. Elementary occupations	MEX	2019	Female	198
9. Elementary occupations	MNG	2015	Female	281
8. Plant and machine operators, and assemblers	MNG	2015	Female	464
7. Craft and related trades workers	MNG	2015	Female	322
0. Armed forces occupations	MNG	2015	Female	380
Total	MNG	2015	Female	386
1. Managers	MNG	2015	Female	452
2. Professionals	MNG	2015	Female	436
3. Technicians and associate professionals	MNG	2015	Female	427
4. Clerical support workers	MNG	2015	Female	334
5. Service and sales workers	MNG	2015	Female	261
6. Skilled agricultural, forestry and fishery workers	MNG	2015	Female	206
8. Plant and machine operators, and assemblers	MNG	2019	Male	482
9. Elementary occupations	MNG	2019	Male	337
0. Armed forces occupations	MNG	2019	Male	474
7. Craft and related trades workers	MNG	2017	Female	311
8. Plant and machine operators, and assemblers	MNG	2017	Female	493
9. Elementary occupations	MNG	2017	Female	252
0. Armed forces occupations	MNG	2017	Female	402
Total	MNG	2018	Male	445
1. Managers	MNG	2018	Male	470
2. Professionals	MNG	2018	Male	563
3. Technicians and associate professionals	MNG	2018	Male	529
4. Clerical support workers	MNG	2018	Male	457
5. Service and sales workers	MNG	2018	Male	317
6. Skilled agricultural, forestry and fishery workers	MNG	2018	Male	205
7. Craft and related trades workers	MNG	2018	Male	438
8. Plant and machine operators, and assemblers	MNG	2018	Male	477
9. Elementary occupations	MNG	2018	Male	312
0. Armed forces occupations	MNG	2018	Male	434
Total	MNG	2018	Female	365
1. Managers	MNG	2018	Female	416
2. Professionals	MNG	2018	Female	409
3. Technicians and associate professionals	MNG	2018	Female	423
4. Clerical support workers	MNG	2018	Female	354
5. Service and sales workers	MNG	2018	Female	254
6. Skilled agricultural, forestry and fishery workers	MNG	2018	Female	218
7. Craft and related trades workers	MNG	2018	Female	318
8. Plant and machine operators, and assemblers	MNG	2018	Female	513
9. Elementary occupations	MNG	2018	Female	265
0. Armed forces occupations	MNG	2018	Female	407
Total	MNG	2019	Male	459
1. Managers	MNG	2019	Male	473
2. Professionals	MNG	2019	Male	605
3. Technicians and associate professionals	MNG	2019	Male	557
4. Clerical support workers	MNG	2019	Male	488
5. Service and sales workers	MNG	2019	Male	328
6. Skilled agricultural, forestry and fishery workers	MNG	2019	Male	234
7. Craft and related trades workers	MNG	2019	Male	489
Total	MNG	2011	Male	371
1. Managers	MNG	2011	Male	614
2. Professionals	MNG	2011	Male	405
Total	MNG	2016	Male	427
1. Managers	MNG	2016	Male	466
2. Professionals	MNG	2016	Male	511
3. Technicians and associate professionals	MNG	2016	Male	481
4. Clerical support workers	MNG	2016	Male	402
5. Service and sales workers	MNG	2016	Male	301
6. Skilled agricultural, forestry and fishery workers	MNG	2016	Male	208
7. Craft and related trades workers	MNG	2016	Male	423
8. Plant and machine operators, and assemblers	MNG	2016	Male	494
9. Elementary occupations	MNG	2016	Male	341
0. Armed forces occupations	MNG	2016	Male	393
Total	MNG	2016	Female	379
1. Managers	MNG	2016	Female	478
2. Professionals	MNG	2016	Female	423
3. Technicians and associate professionals	MNG	2016	Female	420
4. Clerical support workers	MNG	2016	Female	360
5. Service and sales workers	MNG	2016	Female	263
6. Skilled agricultural, forestry and fishery workers	MNG	2016	Female	220
7. Craft and related trades workers	MNG	2016	Female	335
8. Plant and machine operators, and assemblers	MNG	2016	Female	503
9. Elementary occupations	MNG	2016	Female	294
0. Armed forces occupations	MNG	2016	Female	354
Total	MNG	2017	Male	422
1. Managers	MNG	2017	Male	464
2. Professionals	MNG	2017	Male	523
3. Technicians and associate professionals	MNG	2017	Male	471
4. Clerical support workers	MNG	2017	Male	438
5. Service and sales workers	MNG	2017	Male	316
6. Skilled agricultural, forestry and fishery workers	MNG	2017	Male	204
7. Craft and related trades workers	MNG	2017	Male	411
8. Plant and machine operators, and assemblers	MNG	2017	Male	468
9. Elementary occupations	MNG	2017	Male	289
0. Armed forces occupations	MNG	2017	Male	411
Total	MNG	2017	Female	353
1. Managers	MNG	2017	Female	414
2. Professionals	MNG	2017	Female	387
3. Technicians and associate professionals	MNG	2017	Female	409
4. Clerical support workers	MNG	2017	Female	340
5. Service and sales workers	MNG	2017	Female	246
6. Skilled agricultural, forestry and fishery workers	MNG	2017	Female	221
Total	MNG	2014	Male	473
1. Managers	MNG	2014	Male	583
2. Professionals	MNG	2014	Male	558
3. Technicians and associate professionals	MNG	2014	Male	526
4. Clerical support workers	MNG	2014	Male	381
5. Service and sales workers	MNG	2014	Male	312
6. Skilled agricultural, forestry and fishery workers	MNG	2014	Male	247
7. Craft and related trades workers	MNG	2014	Male	430
8. Plant and machine operators, and assemblers	MNG	2014	Male	499
9. Elementary occupations	MNG	2014	Male	368
0. Armed forces occupations	MNG	2014	Male	439
Total	MNG	2014	Female	403
1. Managers	MNG	2014	Female	510
2. Professionals	MNG	2014	Female	460
3. Technicians and associate professionals	MNG	2014	Female	458
4. Clerical support workers	MNG	2014	Female	365
5. Service and sales workers	MNG	2014	Female	282
6. Skilled agricultural, forestry and fishery workers	MNG	2014	Female	218
7. Craft and related trades workers	MNG	2014	Female	356
8. Plant and machine operators, and assemblers	MNG	2014	Female	423
9. Elementary occupations	MNG	2014	Female	306
0. Armed forces occupations	MNG	2014	Female	397
Total	MNG	2015	Male	434
1. Managers	MNG	2015	Male	501
2. Professionals	MNG	2015	Male	522
3. Technicians and associate professionals	MNG	2015	Male	465
4. Clerical support workers	MNG	2015	Male	350
5. Service and sales workers	MNG	2015	Male	281
6. Skilled agricultural, forestry and fishery workers	MNG	2015	Male	224
7. Craft and related trades workers	MNG	2015	Male	413
8. Plant and machine operators, and assemblers	MNG	2015	Male	476
9. Elementary occupations	MNG	2015	Male	316
0. Armed forces occupations	MNG	2015	Male	422
Total	MNG	2012	Male	437
1. Managers	MNG	2012	Male	714
2. Professionals	MNG	2012	Male	523
3. Technicians and associate professionals	MNG	2012	Male	469
Total	MNG	2019	Female	383
1. Managers	MNG	2019	Female	427
2. Professionals	MNG	2019	Female	455
3. Technicians and associate professionals	MNG	2019	Female	441
4. Clerical support workers	MNG	2019	Female	368
5. Service and sales workers	MNG	2019	Female	264
6. Skilled agricultural, forestry and fishery workers	MNG	2019	Female	244
7. Craft and related trades workers	MNG	2019	Female	428
8. Plant and machine operators, and assemblers	MNG	2019	Female	521
3. Technicians and associate professionals	MNG	2011	Male	389
4. Clerical support workers	MNG	2011	Male	239
5. Service and sales workers	MNG	2011	Male	291
6. Skilled agricultural, forestry and fishery workers	MNG	2011	Male	329
7. Craft and related trades workers	MNG	2011	Male	350
8. Plant and machine operators, and assemblers	MNG	2011	Male	453
9. Elementary occupations	MNG	2011	Male	284
Total	MNG	2011	Female	301
1. Managers	MNG	2011	Female	497
2. Professionals	MNG	2011	Female	368
3. Technicians and associate professionals	MNG	2011	Female	312
4. Clerical support workers	MNG	2011	Female	245
5. Service and sales workers	MNG	2011	Female	232
6. Skilled agricultural, forestry and fishery workers	MNG	2011	Female	188
7. Craft and related trades workers	MNG	2011	Female	245
8. Plant and machine operators, and assemblers	MNG	2011	Female	282
9. Elementary occupations	MNG	2011	Female	209
6. Skilled agricultural, forestry and fishery workers	MNG	2020	Male	245
7. Craft and related trades workers	MNG	2020	Male	484
8. Plant and machine operators, and assemblers	MNG	2020	Male	503
9. Elementary occupations	MNG	2020	Male	363
0. Armed forces occupations	MNG	2020	Male	482
Total	MNG	2020	Female	394
1. Managers	MNG	2020	Female	465
2. Professionals	MNG	2020	Female	456
3. Technicians and associate professionals	MNG	2020	Female	463
4. Clerical support workers	MNG	2020	Female	388
4. Clerical support workers	MNG	2012	Male	310
5. Service and sales workers	MNG	2012	Male	366
6. Skilled agricultural, forestry and fishery workers	MNG	2012	Male	308
7. Craft and related trades workers	MNG	2012	Male	413
8. Plant and machine operators, and assemblers	MNG	2012	Male	453
9. Elementary occupations	MNG	2012	Male	290
Total	MNG	2012	Female	386
1. Managers	MNG	2012	Female	599
2. Professionals	MNG	2012	Female	476
3. Technicians and associate professionals	MNG	2012	Female	422
4. Clerical support workers	MNG	2012	Female	303
5. Service and sales workers	MNG	2012	Female	306
6. Skilled agricultural, forestry and fishery workers	MNG	2012	Female	172
7. Craft and related trades workers	MNG	2012	Female	288
8. Plant and machine operators, and assemblers	MNG	2012	Female	348
9. Elementary occupations	MNG	2012	Female	248
Total	MNG	2020	Male	471
1. Managers	MNG	2020	Male	504
2. Professionals	MNG	2020	Male	570
3. Technicians and associate professionals	MNG	2020	Male	566
4. Clerical support workers	MNG	2020	Male	521
5. Service and sales workers	MNG	2020	Male	349
8. Plant and machine operators, and assemblers	MNG	2020	Female	516
9. Elementary occupations	MNG	2020	Female	305
0. Armed forces occupations	MNG	2020	Female	443
0. Armed forces occupations	MNG	2019	Female	432
5. Service and sales workers	MNG	2020	Female	276
6. Skilled agricultural, forestry and fishery workers	MNG	2020	Female	255
9. Elementary occupations	MNG	2019	Female	279
7. Craft and related trades workers	MNG	2020	Female	362
9. Elementary occupations	MNE	2014	Male	680
3. Technicians and associate professionals	MNE	2014	Female	999
Total	MNE	2014	Female	919
1. Managers	MNE	2014	Female	1964
2. Professionals	MNE	2014	Female	1249
9. Elementary occupations	MNE	2014	Female	519
1. Managers	MNE	2014	Male	2099
2. Professionals	MNE	2014	Male	1440
3. Technicians and associate professionals	MNE	2014	Male	1198
4. Clerical support workers	MNE	2014	Male	756
5. Service and sales workers	MNE	2014	Male	659
7. Craft and related trades workers	MNE	2014	Male	837
8. Plant and machine operators, and assemblers	MNE	2014	Male	808
7. Craft and related trades workers	MNE	2014	Female	816
4. Clerical support workers	MNE	2014	Female	813
5. Service and sales workers	MNE	2014	Female	547
8. Plant and machine operators, and assemblers	MNE	2014	Female	652
Total	MNE	2014	Male	1011
1. Managers	MMR	2017	Male	305
Total	MMR	2017	Male	146
2. Professionals	MMR	2017	Male	155
7. Craft and related trades workers	MMR	2015	Male	135
Total	MMR	2015	Male	122
1. Managers	MMR	2015	Male	254
2. Professionals	MMR	2015	Male	139
3. Technicians and associate professionals	MMR	2015	Male	152
4. Clerical support workers	MMR	2015	Male	137
5. Service and sales workers	MMR	2015	Male	115
6. Skilled agricultural, forestry and fishery workers	MMR	2015	Male	104
8. Plant and machine operators, and assemblers	MMR	2015	Female	81
9. Elementary occupations	MMR	2015	Female	76
0. Armed forces occupations	MMR	2015	Female	96
X. Not elsewhere classified	MMR	2015	Female	88
8. Plant and machine operators, and assemblers	MMR	2019	Male	160
9. Elementary occupations	MMR	2019	Male	113
0. Armed forces occupations	MMR	2019	Male	140
Total	MMR	2019	Female	131
1. Managers	MMR	2019	Female	262
2. Professionals	MMR	2019	Female	133
3. Technicians and associate professionals	MMR	2019	Female	162
4. Clerical support workers	MMR	2019	Female	142
5. Service and sales workers	MMR	2019	Female	112
6. Skilled agricultural, forestry and fishery workers	MMR	2019	Female	92
3. Technicians and associate professionals	MMR	2017	Male	342
4. Clerical support workers	MMR	2017	Male	131
5. Service and sales workers	MMR	2017	Male	111
6. Skilled agricultural, forestry and fishery workers	MMR	2017	Male	99
7. Craft and related trades workers	MMR	2017	Male	130
8. Plant and machine operators, and assemblers	MMR	2017	Male	154
9. Elementary occupations	MMR	2017	Male	101
0. Armed forces occupations	MMR	2017	Male	130
Total	MMR	2017	Female	122
1. Managers	MMR	2017	Female	292
8. Plant and machine operators, and assemblers	MMR	2015	Male	151
9. Elementary occupations	MMR	2015	Male	108
0. Armed forces occupations	MMR	2015	Male	113
X. Not elsewhere classified	MMR	2015	Male	100
Total	MMR	2015	Female	89
1. Managers	MMR	2015	Female	272
2. Professionals	MMR	2015	Female	144
3. Technicians and associate professionals	MMR	2015	Female	113
4. Clerical support workers	MMR	2015	Female	108
5. Service and sales workers	MMR	2015	Female	71
6. Skilled agricultural, forestry and fishery workers	MMR	2015	Female	71
7. Craft and related trades workers	MMR	2015	Female	95
Total	MMR	2019	Male	145
1. Managers	MMR	2019	Male	243
2. Professionals	MMR	2019	Male	164
3. Technicians and associate professionals	MMR	2019	Male	206
4. Clerical support workers	MMR	2019	Male	150
5. Service and sales workers	MMR	2019	Male	131
6. Skilled agricultural, forestry and fishery workers	MMR	2019	Male	123
7. Craft and related trades workers	MMR	2019	Male	138
Total	MMR	2018	Male	153
1. Managers	MMR	2018	Male	308
2. Professionals	MMR	2018	Male	160
3. Technicians and associate professionals	MMR	2018	Male	354
4. Clerical support workers	MMR	2018	Male	138
5. Service and sales workers	MMR	2018	Male	126
6. Skilled agricultural, forestry and fishery workers	MMR	2018	Male	112
7. Craft and related trades workers	MMR	2018	Male	131
8. Plant and machine operators, and assemblers	MMR	2018	Male	191
7. Craft and related trades workers	MMR	2019	Female	137
8. Plant and machine operators, and assemblers	MMR	2019	Female	102
9. Elementary occupations	MMR	2019	Female	100
1. Managers	MMR	2018	Female	366
2. Professionals	MMR	2018	Female	138
3. Technicians and associate professionals	MMR	2018	Female	179
4. Clerical support workers	MMR	2018	Female	144
5. Service and sales workers	MMR	2018	Female	102
6. Skilled agricultural, forestry and fishery workers	MMR	2018	Female	99
7. Craft and related trades workers	MMR	2018	Female	126
8. Plant and machine operators, and assemblers	MMR	2018	Female	143
2. Professionals	MMR	2017	Female	128
3. Technicians and associate professionals	MMR	2017	Female	183
4. Clerical support workers	MMR	2017	Female	136
5. Service and sales workers	MMR	2017	Female	91
6. Skilled agricultural, forestry and fishery workers	MMR	2017	Female	91
7. Craft and related trades workers	MMR	2017	Female	114
8. Plant and machine operators, and assemblers	MMR	2017	Female	98
9. Elementary occupations	MMR	2017	Female	82
0. Armed forces occupations	MMR	2017	Female	91
0. Armed forces occupations	MMR	2018	Male	145
9. Elementary occupations	MMR	2018	Female	85
9. Elementary occupations	MMR	2018	Male	109
Total	MMR	2018	Female	131
8. Plant and machine operators, and assemblers	NPL	2017	Female	90
7. Craft and related trades workers	NPL	2017	Female	150
9. Elementary occupations	NPL	2017	Female	109
0. Armed forces occupations	NPL	2017	Female	239
Total	NPL	2017	Female	130
9. Elementary occupations	NPL	2017	Male	144
0. Armed forces occupations	NPL	2017	Male	206
5. Service and sales workers	NPL	2017	Male	145
6. Skilled agricultural, forestry and fishery workers	NPL	2017	Male	131
7. Craft and related trades workers	NPL	2017	Male	209
8. Plant and machine operators, and assemblers	NPL	2017	Male	168
3. Technicians and associate professionals	NPL	2017	Female	209
1. Managers	NPL	2017	Female	281
2. Professionals	NPL	2017	Female	141
4. Clerical support workers	NPL	2017	Male	163
4. Clerical support workers	NPL	2017	Female	143
5. Service and sales workers	NPL	2017	Female	101
6. Skilled agricultural, forestry and fishery workers	NPL	2017	Female	123
Total	NPL	2017	Male	186
1. Managers	NPL	2017	Male	327
3. Technicians and associate professionals	NPL	2017	Male	254
2. Professionals	NPL	2017	Male	246
0. Armed forces occupations	NLD	2018	Male	3972
5. Service and sales workers	NLD	2018	Male	2275
6. Skilled agricultural, forestry and fishery workers	NLD	2018	Male	2448
7. Craft and related trades workers	NLD	2018	Male	3194
8. Plant and machine operators, and assemblers	NLD	2018	Male	3065
9. Elementary occupations	NLD	2018	Male	1437
5. Service and sales workers	NLD	2010	Male	3019
Total	NLD	2018	Female	2267
1. Managers	NLD	2018	Female	5029
2. Professionals	NLD	2018	Female	3528
Total	NLD	2010	Male	4242
1. Managers	NLD	2010	Male	6857
