"sectorID"	"countryName"	"year"	"sex"	"monthlyEarnings"
"Total"	"Jamaica"	2010	"Total"	337
"1. Managers"	"Jamaica"	2010	"Total"	822
"2. Professionals"	"Jamaica"	2010	"Total"	695
"3. Technicians and associate professionals"	"Jamaica"	2010	"Total"	398
"4. Clerical support workers"	"Jamaica"	2010	"Total"	335
"5. Service and sales workers"	"Jamaica"	2010	"Total"	294
"6. Skilled agricultural, forestry and fishery workers"	"Jamaica"	2010	"Total"	195
"7. Craft and related trades workers"	"Jamaica"	2010	"Total"	316
"8. Plant and machine operators, and assemblers"	"Jamaica"	2010	"Total"	272
"9. Elementary occupations"	"Jamaica"	2010	"Total"	172
"0. Armed forces occupations"	"Jamaica"	2010	"Total"	631
"7. Craft and related trades workers"	"Jamaica"	2011	"Total"	336
"3. Technicians and associate professionals"	"Jamaica"	2010	"Female"	361
"4. Clerical support workers"	"Jamaica"	2010	"Female"	308
"5. Service and sales workers"	"Jamaica"	2010	"Female"	246
"6. Skilled agricultural, forestry and fishery workers"	"Jamaica"	2010	"Female"	119
"7. Craft and related trades workers"	"Jamaica"	2010	"Female"	197
"8. Plant and machine operators, and assemblers"	"Jamaica"	2010	"Female"	205
"9. Elementary occupations"	"Jamaica"	2010	"Female"	145
"Total"	"Jamaica"	2011	"Total"	370
"1. Managers"	"Jamaica"	2011	"Total"	697
"2. Professionals"	"Jamaica"	2011	"Total"	827
"3. Technicians and associate professionals"	"Jamaica"	2011	"Total"	478
"4. Clerical support workers"	"Jamaica"	2011	"Total"	346
"5. Service and sales workers"	"Jamaica"	2011	"Total"	271
"Total"	"Jamaica"	2013	"Female"	411
"1. Managers"	"Jamaica"	2013	"Female"	786
"2. Professionals"	"Jamaica"	2013	"Female"	831
"3. Technicians and associate professionals"	"Jamaica"	2013	"Female"	390
"4. Clerical support workers"	"Jamaica"	2013	"Female"	490
"Total"	"Jamaica"	2011	"Male"	391
"1. Managers"	"Jamaica"	2011	"Male"	743
"2. Professionals"	"Jamaica"	2011	"Male"	984
"3. Technicians and associate professionals"	"Jamaica"	2011	"Male"	524
"4. Clerical support workers"	"Jamaica"	2011	"Male"	395
"5. Service and sales workers"	"Jamaica"	2011	"Male"	336
"6. Skilled agricultural, forestry and fishery workers"	"Jamaica"	2011	"Male"	184
"7. Craft and related trades workers"	"Jamaica"	2011	"Male"	338
"Total"	"Jamaica"	2010	"Male"	356
"1. Managers"	"Jamaica"	2010	"Male"	811
"2. Professionals"	"Jamaica"	2010	"Male"	787
"3. Technicians and associate professionals"	"Jamaica"	2010	"Male"	465
"4. Clerical support workers"	"Jamaica"	2010	"Male"	426
"5. Service and sales workers"	"Jamaica"	2010	"Male"	364
"6. Skilled agricultural, forestry and fishery workers"	"Jamaica"	2010	"Male"	204
"7. Craft and related trades workers"	"Jamaica"	2010	"Male"	320
"8. Plant and machine operators, and assemblers"	"Jamaica"	2010	"Male"	279
"9. Elementary occupations"	"Jamaica"	2010	"Male"	208
"0. Armed forces occupations"	"Jamaica"	2010	"Male"	638
"Total"	"Jamaica"	2010	"Female"	320
"1. Managers"	"Jamaica"	2010	"Female"	830
"2. Professionals"	"Jamaica"	2010	"Female"	652
"9. Elementary occupations"	"Jamaica"	2013	"Total"	157
"0. Armed forces occupations"	"Jamaica"	2013	"Total"	935
"Total"	"Jamaica"	2013	"Male"	387
"1. Managers"	"Jamaica"	2013	"Male"	1134
"2. Professionals"	"Jamaica"	2013	"Male"	1152
"3. Technicians and associate professionals"	"Jamaica"	2013	"Male"	624
"4. Clerical support workers"	"Jamaica"	2013	"Male"	377
"5. Service and sales workers"	"Jamaica"	2013	"Male"	350
"6. Skilled agricultural, forestry and fishery workers"	"Jamaica"	2013	"Male"	158
"7. Craft and related trades workers"	"Jamaica"	2013	"Male"	256
"8. Plant and machine operators, and assemblers"	"Jamaica"	2013	"Male"	283
"9. Elementary occupations"	"Jamaica"	2013	"Male"	185
"0. Armed forces occupations"	"Jamaica"	2013	"Male"	935
"2. Professionals"	"Jamaica"	2012	"Male"	1005
"3. Technicians and associate professionals"	"Jamaica"	2012	"Male"	423
"4. Clerical support workers"	"Jamaica"	2012	"Male"	350
"5. Service and sales workers"	"Jamaica"	2012	"Male"	312
"6. Skilled agricultural, forestry and fishery workers"	"Jamaica"	2012	"Male"	200
"5. Service and sales workers"	"Jamaica"	2013	"Female"	216
"6. Skilled agricultural, forestry and fishery workers"	"Jamaica"	2013	"Female"	141
"7. Craft and related trades workers"	"Jamaica"	2013	"Female"	216
"8. Plant and machine operators, and assemblers"	"Jamaica"	2013	"Female"	2081
"9. Elementary occupations"	"Jamaica"	2013	"Female"	130
"Total"	"Jamaica"	2014	"Total"	371
"1. Managers"	"Jamaica"	2014	"Total"	1937
"2. Professionals"	"Jamaica"	2014	"Total"	774
"3. Technicians and associate professionals"	"Jamaica"	2014	"Total"	415
"4. Clerical support workers"	"Jamaica"	2014	"Total"	299
"5. Service and sales workers"	"Jamaica"	2014	"Total"	254
"6. Skilled agricultural, forestry and fishery workers"	"Jamaica"	2014	"Total"	321
"7. Craft and related trades workers"	"Jamaica"	2014	"Total"	233
"8. Plant and machine operators, and assemblers"	"Jamaica"	2014	"Total"	227
"9. Elementary occupations"	"Jamaica"	2014	"Total"	190
"0. Armed forces occupations"	"Jamaica"	2014	"Total"	868
"Total"	"Jamaica"	2014	"Male"	354
"1. Managers"	"Jamaica"	2014	"Male"	1003
"2. Professionals"	"Jamaica"	2014	"Male"	909
"3. Technicians and associate professionals"	"Jamaica"	2014	"Male"	443
"4. Clerical support workers"	"Jamaica"	2014	"Male"	336
"5. Service and sales workers"	"Jamaica"	2014	"Male"	287
"6. Skilled agricultural, forestry and fishery workers"	"Jamaica"	2014	"Male"	342
"7. Craft and related trades workers"	"Jamaica"	2014	"Male"	237
"8. Plant and machine operators, and assemblers"	"Jamaica"	2014	"Male"	229
"9. Elementary occupations"	"Jamaica"	2014	"Male"	259
"0. Armed forces occupations"	"Jamaica"	2014	"Male"	868
"Total"	"Jamaica"	2014	"Female"	387
"1. Managers"	"Jamaica"	2014	"Female"	2441
"2. Professionals"	"Jamaica"	2014	"Female"	711
"8. Plant and machine operators, and assemblers"	"Jamaica"	2012	"Total"	269
"9. Elementary occupations"	"Jamaica"	2012	"Total"	169
"0. Armed forces occupations"	"Jamaica"	2012	"Total"	989
"Total"	"Jamaica"	2012	"Male"	359
"1. Managers"	"Jamaica"	2012	"Male"	898
"4. Clerical support workers"	"Jamaica"	2012	"Female"	310
"8. Plant and machine operators, and assemblers"	"Jamaica"	2011	"Male"	322
"9. Elementary occupations"	"Jamaica"	2011	"Male"	216
"0. Armed forces occupations"	"Jamaica"	2011	"Male"	692
"Total"	"Jamaica"	2011	"Female"	350
"7. Craft and related trades workers"	"Jamaica"	2012	"Male"	277
"8. Plant and machine operators, and assemblers"	"Jamaica"	2012	"Male"	275
"9. Elementary occupations"	"Jamaica"	2012	"Male"	196
"0. Armed forces occupations"	"Jamaica"	2012	"Male"	989
"Total"	"Jamaica"	2012	"Female"	333
"1. Managers"	"Jamaica"	2012	"Female"	766
"2. Professionals"	"Jamaica"	2012	"Female"	744
"3. Technicians and associate professionals"	"Jamaica"	2012	"Female"	385
"9. Elementary occupations"	"Jamaica"	2011	"Female"	145
"Total"	"Jamaica"	2012	"Total"	345
"1. Managers"	"Jamaica"	2012	"Total"	825
"2. Professionals"	"Jamaica"	2012	"Total"	832
"3. Technicians and associate professionals"	"Jamaica"	2012	"Total"	397
"1. Managers"	"Jamaica"	2011	"Female"	669
"2. Professionals"	"Jamaica"	2011	"Female"	737
"3. Technicians and associate professionals"	"Jamaica"	2011	"Female"	457
"4. Clerical support workers"	"Jamaica"	2011	"Female"	333
"5. Service and sales workers"	"Jamaica"	2011	"Female"	225
"6. Skilled agricultural, forestry and fishery workers"	"Jamaica"	2011	"Female"	140
"7. Craft and related trades workers"	"Jamaica"	2011	"Female"	270
"8. Plant and machine operators, and assemblers"	"Jamaica"	2011	"Female"	208
"6. Skilled agricultural, forestry and fishery workers"	"Jamaica"	2013	"Total"	157
"7. Craft and related trades workers"	"Jamaica"	2013	"Total"	255
"5. Service and sales workers"	"Jamaica"	2012	"Female"	216
"6. Skilled agricultural, forestry and fishery workers"	"Jamaica"	2012	"Female"	184
"7. Craft and related trades workers"	"Jamaica"	2012	"Female"	211
"4. Clerical support workers"	"Jamaica"	2012	"Total"	317
"5. Service and sales workers"	"Jamaica"	2012	"Total"	256
"6. Skilled agricultural, forestry and fishery workers"	"Jamaica"	2012	"Total"	199
"7. Craft and related trades workers"	"Jamaica"	2012	"Total"	274
"2. Professionals"	"Jamaica"	2013	"Total"	933
"3. Technicians and associate professionals"	"Jamaica"	2013	"Total"	476
"4. Clerical support workers"	"Jamaica"	2013	"Total"	462
"5. Service and sales workers"	"Jamaica"	2013	"Total"	271
"1. Managers"	"Jamaica"	2013	"Total"	907
"8. Plant and machine operators, and assemblers"	"Jamaica"	2012	"Female"	216
"8. Plant and machine operators, and assemblers"	"Jamaica"	2013	"Total"	438
"Total"	"Jamaica"	2013	"Total"	399
"9. Elementary occupations"	"Jamaica"	2012	"Female"	149
"Total"	"Jordan"	2016	"Total"	694
"1. Managers"	"Jordan"	2016	"Total"	1918
"3. Technicians and associate professionals"	"Jordan"	2016	"Total"	723
"4. Clerical support workers"	"Jordan"	2016	"Total"	632
"Total"	"Jordan"	2020	"Total"	457
"1. Managers"	"Jordan"	2020	"Total"	743
"2. Professionals"	"Jordan"	2020	"Total"	662
"3. Technicians and associate professionals"	"Jordan"	2020	"Total"	544
"4. Clerical support workers"	"Jordan"	2020	"Total"	518
"5. Service and sales workers"	"Jordan"	2020	"Total"	404
"2. Professionals"	"Jordan"	2016	"Total"	876
"7. Craft and related trades workers"	"Jordan"	2020	"Total"	416
"8. Plant and machine operators, and assemblers"	"Jordan"	2020	"Total"	454
"9. Elementary occupations"	"Jordan"	2020	"Total"	360
"Total"	"Jordan"	2020	"Male"	452
"5. Service and sales workers"	"Jordan"	2016	"Total"	458
"7. Craft and related trades workers"	"Jordan"	2016	"Total"	508
"8. Plant and machine operators, and assemblers"	"Jordan"	2016	"Total"	451
"9. Elementary occupations"	"Jordan"	2016	"Total"	483
"Total"	"Jordan"	2016	"Male"	714
"1. Managers"	"Jordan"	2016	"Male"	2065
"2. Professionals"	"Jordan"	2016	"Male"	1017
"3. Technicians and associate professionals"	"Jordan"	2016	"Male"	779
"6. Skilled agricultural, forestry and fishery workers"	"Jordan"	2020	"Total"	335
"Total"	"Jordan"	2018	"Male"	474
"1. Managers"	"Jordan"	2018	"Male"	835
"2. Professionals"	"Jordan"	2018	"Male"	702
"3. Technicians and associate professionals"	"Jordan"	2018	"Male"	568
"4. Clerical support workers"	"Jordan"	2018	"Male"	544
"5. Service and sales workers"	"Jordan"	2018	"Male"	436
"6. Skilled agricultural, forestry and fishery workers"	"Jordan"	2018	"Male"	359
"7. Craft and related trades workers"	"Jordan"	2018	"Male"	421
"8. Plant and machine operators, and assemblers"	"Jordan"	2018	"Male"	460
"9. Elementary occupations"	"Jordan"	2018	"Male"	377
"Total"	"Jordan"	2018	"Female"	472
"1. Managers"	"Jordan"	2018	"Female"	728
"2. Professionals"	"Jordan"	2018	"Female"	549
"3. Technicians and associate professionals"	"Jordan"	2018	"Female"	517
"4. Clerical support workers"	"Jordan"	2018	"Female"	442
"5. Service and sales workers"	"Jordan"	2018	"Female"	426
"6. Skilled agricultural, forestry and fishery workers"	"Jordan"	2018	"Female"	293
"7. Craft and related trades workers"	"Jordan"	2018	"Female"	299
"9. Elementary occupations"	"Jordan"	2018	"Female"	340
"Total"	"Jordan"	2019	"Total"	454
"1. Managers"	"Jordan"	2019	"Total"	815
"2. Professionals"	"Jordan"	2019	"Total"	625
"3. Technicians and associate professionals"	"Jordan"	2019	"Total"	553
"4. Clerical support workers"	"Jordan"	2019	"Total"	520
"5. Service and sales workers"	"Jordan"	2019	"Total"	414
"6. Skilled agricultural, forestry and fishery workers"	"Jordan"	2019	"Total"	358
"7. Craft and related trades workers"	"Jordan"	2019	"Total"	396
"8. Plant and machine operators, and assemblers"	"Jordan"	2019	"Total"	458
"9. Elementary occupations"	"Jordan"	2019	"Total"	358
"Total"	"Jordan"	2019	"Male"	452
"1. Managers"	"Jordan"	2019	"Male"	777
"2. Professionals"	"Jordan"	2019	"Male"	682
"3. Technicians and associate professionals"	"Jordan"	2019	"Male"	570
"4. Clerical support workers"	"Jordan"	2019	"Male"	540
"5. Service and sales workers"	"Jordan"	2019	"Male"	415
"6. Skilled agricultural, forestry and fishery workers"	"Jordan"	2019	"Male"	358
"7. Craft and related trades workers"	"Jordan"	2019	"Male"	399
"8. Plant and machine operators, and assemblers"	"Jordan"	2019	"Male"	458
"9. Elementary occupations"	"Jordan"	2019	"Male"	381
"Total"	"Jordan"	2019	"Female"	467
"1. Managers"	"Jordan"	2019	"Female"	838
"2. Professionals"	"Jordan"	2019	"Female"	549
"3. Technicians and associate professionals"	"Jordan"	2019	"Female"	512
"4. Clerical support workers"	"Jordan"	2019	"Female"	462
"5. Service and sales workers"	"Jordan"	2019	"Female"	388
"6. Skilled agricultural, forestry and fishery workers"	"Jordan"	2019	"Female"	344
"7. Craft and related trades workers"	"Jordan"	2019	"Female"	308
"9. Elementary occupations"	"Jordan"	2019	"Female"	317
"7. Craft and related trades workers"	"Jordan"	2017	"Total"	453
"8. Plant and machine operators, and assemblers"	"Jordan"	2017	"Total"	488
"9. Elementary occupations"	"Jordan"	2017	"Total"	371
"Total"	"Jordan"	2017	"Male"	524
"1. Managers"	"Jordan"	2017	"Male"	1161
"2. Professionals"	"Jordan"	2017	"Male"	816
"3. Technicians and associate professionals"	"Jordan"	2017	"Male"	640
"4. Clerical support workers"	"Jordan"	2017	"Male"	566
"5. Service and sales workers"	"Jordan"	2017	"Male"	464
"6. Skilled agricultural, forestry and fishery workers"	"Jordan"	2017	"Male"	363
"7. Craft and related trades workers"	"Jordan"	2017	"Male"	459
"8. Plant and machine operators, and assemblers"	"Jordan"	2017	"Male"	488
"1. Managers"	"Jordan"	2020	"Male"	816
"2. Professionals"	"Jordan"	2020	"Male"	728
"3. Technicians and associate professionals"	"Jordan"	2020	"Male"	557
"4. Clerical support workers"	"Jordan"	2020	"Male"	537
"5. Service and sales workers"	"Jordan"	2020	"Male"	404
"6. Skilled agricultural, forestry and fishery workers"	"Jordan"	2020	"Male"	338
"7. Craft and related trades workers"	"Jordan"	2020	"Male"	418
"4. Clerical support workers"	"Jordan"	2016	"Male"	677
"5. Service and sales workers"	"Jordan"	2016	"Male"	452
"7. Craft and related trades workers"	"Jordan"	2016	"Male"	527
"8. Plant and machine operators, and assemblers"	"Jordan"	2016	"Male"	487
"9. Elementary occupations"	"Jordan"	2016	"Male"	487
"Total"	"Jordan"	2016	"Female"	645
"1. Managers"	"Jordan"	2016	"Female"	1451
"2. Professionals"	"Jordan"	2016	"Female"	728
"3. Technicians and associate professionals"	"Jordan"	2016	"Female"	611
"4. Clerical support workers"	"Jordan"	2016	"Female"	551
"5. Service and sales workers"	"Jordan"	2016	"Female"	504
"7. Craft and related trades workers"	"Jordan"	2016	"Female"	338
"8. Plant and machine operators, and assemblers"	"Jordan"	2016	"Female"	324
"9. Elementary occupations"	"Jordan"	2016	"Female"	459
"Total"	"Jordan"	2017	"Total"	511
"1. Managers"	"Jordan"	2017	"Total"	895
"2. Professionals"	"Jordan"	2017	"Total"	708
"3. Technicians and associate professionals"	"Jordan"	2017	"Total"	596
"4. Clerical support workers"	"Jordan"	2017	"Total"	537
"5. Service and sales workers"	"Jordan"	2017	"Total"	461
"6. Skilled agricultural, forestry and fishery workers"	"Jordan"	2017	"Total"	359
"Total"	"Jordan"	2017	"Female"	461
"1. Managers"	"Jordan"	2017	"Female"	734
"2. Professionals"	"Jordan"	2017	"Female"	570
"3. Technicians and associate professionals"	"Jordan"	2017	"Female"	501
"4. Clerical support workers"	"Jordan"	2017	"Female"	426
"5. Service and sales workers"	"Jordan"	2017	"Female"	407
"6. Skilled agricultural, forestry and fishery workers"	"Jordan"	2017	"Female"	288
"7. Craft and related trades workers"	"Jordan"	2017	"Female"	308
"8. Plant and machine operators, and assemblers"	"Jordan"	2017	"Female"	370
"9. Elementary occupations"	"Jordan"	2017	"Female"	320
"Total"	"Jordan"	2018	"Total"	474
"1. Managers"	"Jordan"	2018	"Total"	775
"9. Elementary occupations"	"Jordan"	2017	"Male"	420
"3. Technicians and associate professionals"	"Jordan"	2018	"Total"	552
"4. Clerical support workers"	"Jordan"	2018	"Total"	520
"5. Service and sales workers"	"Jordan"	2018	"Total"	436
"6. Skilled agricultural, forestry and fishery workers"	"Jordan"	2018	"Total"	357
"7. Craft and related trades workers"	"Jordan"	2018	"Total"	417
"8. Plant and machine operators, and assemblers"	"Jordan"	2018	"Total"	460
"9. Elementary occupations"	"Jordan"	2018	"Total"	361
"9. Elementary occupations"	"Jordan"	2020	"Female"	343
"2. Professionals"	"Jordan"	2018	"Total"	635
"Total"	"Jordan"	2020	"Female"	479
"1. Managers"	"Jordan"	2020	"Female"	697
"8. Plant and machine operators, and assemblers"	"Jordan"	2020	"Male"	454
"3. Technicians and associate professionals"	"Jordan"	2020	"Female"	513
"4. Clerical support workers"	"Jordan"	2020	"Female"	456
"5. Service and sales workers"	"Jordan"	2020	"Female"	412
"2. Professionals"	"Jordan"	2020	"Female"	581
"7. Craft and related trades workers"	"Jordan"	2020	"Female"	327
"9. Elementary occupations"	"Jordan"	2020	"Male"	375
"6. Skilled agricultural, forestry and fishery workers"	"Jordan"	2020	"Female"	251
"9. Elementary occupations"	"Kazakhstan"	2017	"Total"	190
"7. Craft and related trades workers"	"Kazakhstan"	2017	"Total"	490
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2017	"Total"	517
"3. Technicians and associate professionals"	"Kazakhstan"	2015	"Male"	577
"4. Clerical support workers"	"Kazakhstan"	2015	"Male"	531
"Total"	"Kazakhstan"	2017	"Male"	551
"2. Professionals"	"Kazakhstan"	2015	"Male"	855
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2020	"Female"	273
"7. Craft and related trades workers"	"Kazakhstan"	2020	"Female"	384
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2020	"Female"	424
"9. Elementary occupations"	"Kazakhstan"	2020	"Female"	216
"X. Not elsewhere classified"	"Kazakhstan"	2020	"Female"	291
"4. Clerical support workers"	"Kazakhstan"	2017	"Total"	402
"5. Service and sales workers"	"Kazakhstan"	2017	"Total"	303
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2017	"Total"	283
"5. Service and sales workers"	"Kazakhstan"	2015	"Female"	332
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2015	"Female"	284
"7. Craft and related trades workers"	"Kazakhstan"	2015	"Female"	412
"5. Service and sales workers"	"Kazakhstan"	2015	"Male"	393
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2015	"Male"	342
"7. Craft and related trades workers"	"Kazakhstan"	2015	"Male"	627
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2015	"Male"	686
"9. Elementary occupations"	"Kazakhstan"	2015	"Male"	277
"Total"	"Kazakhstan"	2015	"Female"	451
"1. Managers"	"Kazakhstan"	2015	"Female"	1012
"2. Professionals"	"Kazakhstan"	2015	"Female"	543
"3. Technicians and associate professionals"	"Kazakhstan"	2015	"Female"	397
"4. Clerical support workers"	"Kazakhstan"	2015	"Female"	392
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2016	"Total"	465
"9. Elementary occupations"	"Kazakhstan"	2016	"Total"	177
"Total"	"Kazakhstan"	2016	"Male"	495
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2015	"Female"	469
"9. Elementary occupations"	"Kazakhstan"	2015	"Female"	222
"Total"	"Kazakhstan"	2016	"Total"	418
"1. Managers"	"Kazakhstan"	2016	"Total"	998
"2. Professionals"	"Kazakhstan"	2016	"Total"	498
"3. Technicians and associate professionals"	"Kazakhstan"	2016	"Total"	338
"4. Clerical support workers"	"Kazakhstan"	2016	"Total"	295
"5. Service and sales workers"	"Kazakhstan"	2016	"Total"	258
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2016	"Total"	241
"7. Craft and related trades workers"	"Kazakhstan"	2016	"Total"	430
"1. Managers"	"Kazakhstan"	2015	"Male"	1578
"2. Professionals"	"Kazakhstan"	2016	"Female"	418
"3. Technicians and associate professionals"	"Kazakhstan"	2016	"Female"	297
"4. Clerical support workers"	"Kazakhstan"	2016	"Female"	274
"5. Service and sales workers"	"Kazakhstan"	2016	"Female"	235
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2016	"Female"	205
"7. Craft and related trades workers"	"Kazakhstan"	2016	"Female"	295
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2016	"Female"	335
"9. Elementary occupations"	"Kazakhstan"	2016	"Female"	162
"Total"	"Kazakhstan"	2017	"Total"	463
"1. Managers"	"Kazakhstan"	2017	"Total"	921
"2. Professionals"	"Kazakhstan"	2017	"Total"	502
"3. Technicians and associate professionals"	"Kazakhstan"	2017	"Total"	391
"3. Technicians and associate professionals"	"Kazakhstan"	2018	"Male"	530
"4. Clerical support workers"	"Kazakhstan"	2018	"Male"	541
"5. Service and sales workers"	"Kazakhstan"	2018	"Male"	350
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2018	"Male"	294
"7. Craft and related trades workers"	"Kazakhstan"	2018	"Male"	546
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2018	"Male"	550
"9. Elementary occupations"	"Kazakhstan"	2018	"Male"	220
"1. Managers"	"Kazakhstan"	2017	"Male"	1071
"2. Professionals"	"Kazakhstan"	2017	"Male"	654
"3. Technicians and associate professionals"	"Kazakhstan"	2017	"Male"	491
"4. Clerical support workers"	"Kazakhstan"	2017	"Male"	535
"5. Service and sales workers"	"Kazakhstan"	2017	"Male"	321
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2017	"Male"	296
"7. Craft and related trades workers"	"Kazakhstan"	2017	"Male"	511
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2017	"Male"	536
"9. Elementary occupations"	"Kazakhstan"	2017	"Male"	208
"Total"	"Kazakhstan"	2017	"Female"	374
"1. Managers"	"Kazakhstan"	2016	"Male"	1168
"2. Professionals"	"Kazakhstan"	2016	"Male"	637
"3. Technicians and associate professionals"	"Kazakhstan"	2016	"Male"	403
"4. Clerical support workers"	"Kazakhstan"	2016	"Male"	351
"5. Service and sales workers"	"Kazakhstan"	2016	"Male"	277
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2016	"Male"	251
"7. Craft and related trades workers"	"Kazakhstan"	2016	"Male"	450
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2016	"Male"	487
"9. Elementary occupations"	"Kazakhstan"	2016	"Male"	196
"Total"	"Kazakhstan"	2016	"Female"	339
"1. Managers"	"Kazakhstan"	2016	"Female"	746
"2. Professionals"	"Kazakhstan"	2018	"Total"	501
"3. Technicians and associate professionals"	"Kazakhstan"	2018	"Total"	399
"4. Clerical support workers"	"Kazakhstan"	2018	"Total"	409
"5. Service and sales workers"	"Kazakhstan"	2018	"Total"	325
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2018	"Total"	285
"7. Craft and related trades workers"	"Kazakhstan"	2018	"Total"	523
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2018	"Total"	531
"9. Elementary occupations"	"Kazakhstan"	2018	"Total"	195
"X. Not elsewhere classified"	"Kazakhstan"	2018	"Total"	305
"Total"	"Kazakhstan"	2018	"Male"	568
"1. Managers"	"Kazakhstan"	2018	"Male"	1084
"2. Professionals"	"Kazakhstan"	2018	"Male"	666
"Total"	"Kazakhstan"	2019	"Female"	394
"1. Managers"	"Kazakhstan"	2019	"Female"	717
"2. Professionals"	"Kazakhstan"	2019	"Female"	445
"3. Technicians and associate professionals"	"Kazakhstan"	2019	"Female"	340
"4. Clerical support workers"	"Kazakhstan"	2019	"Female"	372
"5. Service and sales workers"	"Kazakhstan"	2019	"Female"	302
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2019	"Female"	270
"Total"	"Kazakhstan"	2018	"Female"	374
"1. Managers"	"Kazakhstan"	2018	"Female"	720
"2. Professionals"	"Kazakhstan"	2018	"Female"	420
"3. Technicians and associate professionals"	"Kazakhstan"	2018	"Female"	316
"4. Clerical support workers"	"Kazakhstan"	2018	"Female"	356
"5. Service and sales workers"	"Kazakhstan"	2018	"Female"	301
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2018	"Female"	253
"7. Craft and related trades workers"	"Kazakhstan"	2018	"Female"	364
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2018	"Female"	405
"9. Elementary occupations"	"Kazakhstan"	2018	"Female"	176
"X. Not elsewhere classified"	"Kazakhstan"	2018	"Female"	228
"Total"	"Kazakhstan"	2019	"Total"	488
"1. Managers"	"Kazakhstan"	2019	"Total"	927
"2. Professionals"	"Kazakhstan"	2019	"Total"	531
"3. Technicians and associate professionals"	"Kazakhstan"	2019	"Total"	408
"4. Clerical support workers"	"Kazakhstan"	2019	"Total"	413
"5. Service and sales workers"	"Kazakhstan"	2019	"Total"	322
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2019	"Total"	298
"7. Craft and related trades workers"	"Kazakhstan"	2019	"Total"	540
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2019	"Total"	536
"9. Elementary occupations"	"Kazakhstan"	2019	"Total"	219
"X. Not elsewhere classified"	"Kazakhstan"	2019	"Total"	337
"Total"	"Kazakhstan"	2019	"Male"	581
"1. Managers"	"Kazakhstan"	2019	"Male"	1079
"2. Professionals"	"Kazakhstan"	2019	"Male"	705
"3. Technicians and associate professionals"	"Kazakhstan"	2019	"Male"	515
"4. Clerical support workers"	"Kazakhstan"	2019	"Male"	505
"5. Service and sales workers"	"Kazakhstan"	2019	"Male"	343
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2019	"Male"	308
"7. Craft and related trades workers"	"Kazakhstan"	2019	"Male"	565
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2019	"Male"	554
"9. Elementary occupations"	"Kazakhstan"	2019	"Male"	244
"X. Not elsewhere classified"	"Kazakhstan"	2019	"Male"	384
"1. Managers"	"Kazakhstan"	2010	"Male"	1379
"2. Professionals"	"Kazakhstan"	2010	"Male"	835
"3. Technicians and associate professionals"	"Kazakhstan"	2010	"Male"	587
"4. Clerical support workers"	"Kazakhstan"	2010	"Male"	561
"5. Service and sales workers"	"Kazakhstan"	2010	"Male"	384
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2010	"Male"	253
"7. Craft and related trades workers"	"Kazakhstan"	2010	"Male"	553
"7. Craft and related trades workers"	"Kazakhstan"	2019	"Female"	365
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2019	"Female"	405
"9. Elementary occupations"	"Kazakhstan"	2019	"Female"	200
"X. Not elsewhere classified"	"Kazakhstan"	2019	"Female"	262
"Total"	"Kazakhstan"	2020	"Total"	516
"1. Managers"	"Kazakhstan"	2020	"Total"	950
"2. Professionals"	"Kazakhstan"	2020	"Total"	582
"3. Technicians and associate professionals"	"Kazakhstan"	2020	"Total"	443
"4. Clerical support workers"	"Kazakhstan"	2020	"Total"	415
"5. Service and sales workers"	"Kazakhstan"	2020	"Total"	334
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2020	"Total"	304
"7. Craft and related trades workers"	"Kazakhstan"	2020	"Total"	538
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2020	"Total"	556
